user_address,win_rate,effective_count,score,last_updated_block,sum_pnl,num_markets,user_link
0x39d9d4cb768290d592e068d7e89f800b84b8ff3c,0.4523809523809524,4.93304179209381,21.54263526083977,79493565,259.77859564866196,42,https://hashdive.com/Analyze_User?user_address=0x39d9d4cb768290d592e068d7e89f800b84b8ff3c
0x7150e66465b214580df5d5eb229879a445da6a8a,0.5813953488372093,4.916334777071037,21.53752233199271,79493565,760.5504533628374,86,https://hashdive.com/Analyze_User?user_address=0x7150e66465b214580df5d5eb229879a445da6a8a
0xb53c0ddaa9776306e0fbc9a1c14dac51f374cce1,0.35,3.993774597492085,21.535230000538693,79493565,6686.288916882736,20,https://hashdive.com/Analyze_User?user_address=0xb53c0ddaa9776306e0fbc9a1c14dac51f374cce1
0xdf0b538e4261b6e578205f23ddebb55a849a5b89,0.14285714285714285,2.5292484371941035,21.530558525482327,79493565,110.25803585303599,14,https://hashdive.com/Analyze_User?user_address=0xdf0b538e4261b6e578205f23ddebb55a849a5b89
0xd641939b67facdf1c73f231edffcb04fbfc9f7de,0.8,2.1747725506420776,21.530248251356568,79493565,262.36629400000004,5,https://hashdive.com/Analyze_User?user_address=0xd641939b67facdf1c73f231edffcb04fbfc9f7de
0x9b9b4d6dfa8a7d945e2c88cce660ea2dfddb65ff,0.25,2.1740416763678425,21.52301259604164,79493565,618.6957732794641,8,https://hashdive.com/Analyze_User?user_address=0x9b9b4d6dfa8a7d945e2c88cce660ea2dfddb65ff
0x8a91bbeaad3151cd06c5c1db0dfe0b1e08c042b7,0.8,2.1735386637305507,21.518032770932454,79493565,48.996010999999996,5,https://hashdive.com/Analyze_User?user_address=0x8a91bbeaad3151cd06c5c1db0dfe0b1e08c042b7
0x856c53f432858279f703ac9b7d21ca712185727d,0.2857142857142857,3.5164539745581127,21.517951543795796,79493565,289.43741647621204,35,https://hashdive.com/Analyze_User?user_address=0x856c53f432858279f703ac9b7d21ca712185727d
0xfb48fcfd735c029f3c9dfd365c09ef8a3d0a1c27,0.625,2.173509862815434,21.5177476418728,79493565,14003.007221457578,8,https://hashdive.com/Analyze_User?user_address=0xfb48fcfd735c029f3c9dfd365c09ef8a3d0a1c27
0x25b7189c68607cecd447a5cde90b4968f8c75520,0.5689655172413793,7.071347485722321,21.515869699890825,79493565,1410.1619182488857,58,https://hashdive.com/Analyze_User?user_address=0x25b7189c68607cecd447a5cde90b4968f8c75520
0xd38b71f3e8ed1af71983e5c309eac3dfa9b35029,0.478494623655914,10.0,21.510318559557007,79493615,1529936.1547525213,372,https://hashdive.com/Analyze_User?user_address=0xd38b71f3e8ed1af71983e5c309eac3dfa9b35029
0x07a9a313338d29e7ec53acc3e8ac7dd8a540d683,0.6,2.1727142907382775,21.50987147830895,79493565,255.24074000000002,5,https://hashdive.com/Analyze_User?user_address=0x07a9a313338d29e7ec53acc3e8ac7dd8a540d683
0x41f2899da8ccf8d08b7ebe6573b2a1a816f7eecf,0.5714285714285714,2.172588120416414,21.508622392122497,79493565,40227.57670510512,7,https://hashdive.com/Analyze_User?user_address=0x41f2899da8ccf8d08b7ebe6573b2a1a816f7eecf
0x9bde9496a68bba3ace5074fa4f69bbdb21cb3a60,0.6666666666666666,3.2174824241290856,21.50693840009593,79493565,89.567569000211,15,https://hashdive.com/Analyze_User?user_address=0x9bde9496a68bba3ace5074fa4f69bbdb21cb3a60
0x52dc62057313cfccf5f4255cedc839112ba5312b,0.2,2.1721794768173264,21.50457682049153,79493565,44.627811850792,10,https://hashdive.com/Analyze_User?user_address=0x52dc62057313cfccf5f4255cedc839112ba5312b
0x26b76c8fbf0d95b596aa69fa3991a73f86925b40,0.6181818181818182,7.216821683286379,21.503070633508724,79493565,1561.000006115554,55,https://hashdive.com/Analyze_User?user_address=0x26b76c8fbf0d95b596aa69fa3991a73f86925b40
0x004cdfe613d75809b6a97b60170cdbefa7e2e005,0.5,2.2789137628712326,21.502969092579466,79493565,213.32008119495305,16,https://hashdive.com/Analyze_User?user_address=0x004cdfe613d75809b6a97b60170cdbefa7e2e005
0x0ce7cdcbe8b8d32e9368a8e2c2d75b4cde1cdc95,0.8275862068965517,3.004507434641911,21.502285703962368,79493565,610.463483775159,29,https://hashdive.com/Analyze_User?user_address=0x0ce7cdcbe8b8d32e9368a8e2c2d75b4cde1cdc95
0x9bc08444af6fcb180f90972f4be298b02b7ff8bc,0.625,3.325761915096218,21.496632943631564,79493565,81.299903,16,https://hashdive.com/Analyze_User?user_address=0x9bc08444af6fcb180f90972f4be298b02b7ff8bc
